Date,MaxTemp,Rainfall
2009-02-07,44.8,0.0
2009-02-08,40.2,0.0
2009-02-09,31.2,0.4
2009-02-10,27.3,0.0
2009-02-11,26.7,0.0
2009-02-12,21.6,0.0
2009-02-13,29.0,3.0
2009-02-14,29.2,0.0
2009-02-15,31.3,0.0
2009-02-16,31.1,0.0
2009-02-17,28.8,0.0
2009-02-18,32.0,0.0
2009-02-19,34.0,0.0
2009-02-20,29.1,0.0
2009-02-21,31.7,0.0
2009-02-22,33.2,0.0
2009-02-23,34.0,0.0
2009-02-24,29.6,0.0
2009-02-25,31.9,0.0
2009-02-26,32.7,0.0
2009-02-27,32.6,0.0
2009-02-28,34.5,0.0
2009-03-01,30.3,0.0
2009-03-02,31.9,0.0
2009-03-03,31.1,0.0
2009-03-04,22.1,0.2
2009-03-05,22.0,0.0
2009-03-06,24.0,0.0
2009-03-07,27.9,0.0
2009-03-08,30.2,0.0
2009-03-09,31.8,0.0
2009-03-10,32.0,0.0
2009-03-11,30.5,1.2
2009-03-12,25.7,0.0
2009-03-13,25.8,5.8
2009-03-14,27.0,3.0
2009-03-15,19.7,11.6
2009-03-16,21.9,0.0
2009-03-17,25.3,0.0
2009-03-18,28.0,0.0
2009-03-19,30.1,0.0
2009-03-20,33.5,0.0
2009-03-21,33.6,0.0
2009-03-22,30.0,0.0
2009-03-23,31.6,0.0
2009-03-24,31.9,0.0
2009-03-25,22.3,0.4
2009-03-26,29.8,1.8
2009-03-27,27.6,0.0
2009-03-28,28.9,0.0
2009-03-29,31.2,0.0
2009-03-30,30.4,0.0
2009-03-31,29.9,0.0
2009-04-01,30.6,0.0
2009-04-02,32.1,0.0
2009-04-03,28.1,8.6
2009-04-04,21.4,12.6
2009-04-05,21.7,0.0
2009-04-06,21.4,0.0
2009-04-07,22.5,0.0
2009-04-08,24.0,0.0
2009-04-09,25.7,0.0
2009-04-10,26.7,0.0
2009-04-11,24.9,8.4
2009-04-12,24.2,6.2
2009-04-13,25.4,0.0
2009-04-14,25.0,0.0
2009-04-15,21.9,0.0
2009-04-16,20.0,0.0
2009-04-17,21.6,0.0
2009-04-18,23.4,0.0
2009-04-19,23.9,0.0
2009-04-20,22.0,0.0
2009-04-21,21.4,0.0
2009-04-22,22.7,0.0
2009-04-23,22.9,0.0
2009-04-24,16.2,0.0
2009-04-25,15.8,20.0
2009-04-26,12.9,21.0
2009-04-27,11.5,3.2
2009-04-28,14.5,4.8
2009-04-29,12.2,0.0
2009-04-30,16.5,0.0
2009-05-01,17.0,0.0
2009-05-02,19.2,0.0
2009-05-03,18.9,0.0
2009-05-04,19.1,0.0
2009-05-05,18.8,0.0
2009-05-06,19.3,0.0
2009-05-07,18.4,0.0
2009-05-08,19.0,0.0
2009-05-09,20.5,0.0
2009-05-10,19.5,0.0
2009-05-11,17.7,0.0
2009-05-12,18.5,0.0
2009-05-13,15.1,0.0
2009-05-14,16.3,0.0
2009-05-15,16.6,0.0
2009-05-16,16.4,1.8
2009-05-17,15.6,0.0
2009-05-18,19.7,0.0
2009-05-19,19.1,0.0
2009-05-20,18.6,0.0
2009-05-21,19.8,0.0
2009-05-22,19.8,0.0
2009-05-23,22.9,0.0
2009-05-24,21.1,0.0
2009-05-25,20.3,0.0
2009-05-26,18.1,4.2
2009-05-27,16.2,0.8
2009-05-28,15.7,0.0
2009-05-29,16.5,0.0
2009-05-30,16.8,0.0
2009-05-31,17.1,0.0
2009-06-01,14.3,1.2
2009-06-02,13.4,1.4
2009-06-03,14.3,4.8
2009-06-04,17.4,8.0
2009-06-05,16.1,0.0
2009-06-06,10.5,0.2
2009-06-07,11.6,14.4
2009-06-08,12.0,4.6
2009-06-09,8.8,2.0
2009-06-10,10.5,5.6
2009-06-11,9.6,0.0
2009-06-12,8.2,0.0
2009-06-13,12.4,0.0
2009-06-14,15.8,0.0
2009-06-15,14.9,0.4
2009-06-16,17.7,0.0
2009-06-17,15.9,0.0
2009-06-18,14.7,0.0
2009-06-19,15.3,0.0
2009-06-20,17.3,0.0
2009-06-21,17.0,1.6
2009-06-22,14.9,5.6
2009-06-23,15.5,0.0
2009-06-24,14.1,6.0
2009-06-25,12.2,0.0
2009-06-26,13.7,4.4
2009-06-27,11.9,0.0
2009-06-28,12.3,5.4
2009-06-29,15.7,3.6
2009-06-30,16.1,2.0
2009-07-01,13.3,8.4
2009-07-02,11.6,5.0
2009-07-03,12.0,7.8
2009-07-04,13.2,0.0
2009-07-05,12.4,0.0
2009-07-06,12.1,0.0
2009-07-07,12.5,0.0
2009-07-08,13.8,0.0
2009-07-09,15.0,0.2
2009-07-10,13.5,0.0
2009-07-11,13.3,0.6
2009-07-12,16.5,0.6
2009-07-13,13.1,1.0
2009-07-14,11.0,6.8
2009-07-15,12.6,1.8
2009-07-16,13.4,0.0
2009-07-17,14.4,0.2
2009-07-18,12.0,0.0
2009-07-19,14.1,0.6
2009-07-20,16.5,0.2
2009-07-21,17.7,0.0
2009-07-22,12.3,0.0
2009-07-23,13.5,9.8
2009-07-24,12.9,0.0
2009-07-25,12.2,0.0
2009-07-26,9.8,0.0
2009-07-27,8.8,0.0
2009-07-28,12.7,3.8
2009-07-29,13.2,2.4
2009-07-30,12.1,0.2
2009-07-31,14.5,5.2
2009-08-01,13.9,0.2
2009-08-02,14.1,0.8
2009-08-03,13.8,0.8
2009-08-04,14.7,0.0
2009-08-05,13.8,5.4
2009-08-06,17.1,0.4
2009-08-07,13.9,0.8
2009-08-08,12.9,4.2
2009-08-09,12.2,0.0
2009-08-10,14.8,0.2
2009-08-11,17.7,0.4
2009-08-12,14.3,4.8
2009-08-13,11.6,0.2
2009-08-14,15.2,1.2
2009-08-15,17.5,0.2
2009-08-16,15.5,1.6
2009-08-17,13.6,3.2
2009-08-18,15.6,0.0
2009-08-19,16.4,0.0
2009-08-20,18.4,0.0
2009-08-21,14.8,1.0
2009-08-22,14.1,6.6
2009-08-23,18.9,3.8
2009-08-24,17.1,1.2
2009-08-25,12.8,2.0
2009-08-26,14.4,3.6
2009-08-27,16.7,0.4
2009-08-28,18.6,0.0
2009-08-29,17.9,4.2
2009-08-30,11.1,13.4
2009-08-31,14.2,1.4
2009-09-01,14.2,3.0
2009-09-02,16.8,0.0
2009-09-03,20.7,0.0
2009-09-04,16.9,1.4
2009-09-05,15.0,0.0
2009-09-06,16.6,0.0
2009-09-07,17.6,0.0
2009-09-08,16.5,0.0
2009-09-09,14.3,0.0
2009-09-12,24.7,0.0
2009-09-13,25.1,0.0
2009-09-14,17.8,0.0
2009-09-15,17.2,0.0
2009-09-16,21.1,0.0
2009-09-17,19.0,0.0
2009-09-18,20.4,10.2
2009-09-19,20.6,0.0
2009-09-20,18.9,0.4
2009-09-21,19.0,0.2
2009-09-22,20.2,8.4
2009-09-23,16.8,28.8
2009-09-24,18.2,1.4
2009-09-25,20.6,0.0
2009-09-26,12.2,6.0
2009-09-27,12.9,1.6
2009-09-28,17.9,0.0
2009-09-29,17.0,0.0
2009-09-30,21.4,0.0
2009-10-01,21.1,0.0
2009-10-02,22.0,0.0
2009-10-03,13.5,3.2
2009-10-04,16.2,1.8
2009-10-05,19.7,0.2
2009-10-06,16.2,0.0
2009-10-07,15.9,3.6
2009-10-08,16.3,0.0
2009-10-09,18.2,0.0
2009-10-10,19.0,0.0
2009-10-11,18.7,0.0
2009-10-12,23.3,0.0
2009-10-13,17.7,2.0
2009-10-14,15.1,7.0
2009-10-15,15.7,1.4
2009-10-16,16.6,6.8
2009-10-17,19.2,0.0
2009-10-18,20.3,0.0
2009-10-19,22.7,0.0
2009-10-20,26.6,0.0
2009-10-21,27.1,0.0
2009-10-22,27.1,0.0
2009-10-23,23.9,0.0
2009-10-24,25.4,0.0
2009-10-25,23.1,0.0
2009-10-26,22.0,0.0
2009-10-27,24.1,0.0
2009-10-28,26.8,0.0
2009-10-29,26.9,0.0
2009-10-30,29.1,0.0
2009-10-31,30.8,0.0
2009-11-01,34.0,0.0
2009-11-02,32.4,0.0
2009-11-03,24.3,0.0
2009-11-04,23.2,0.0
2009-11-05,25.3,0.0
2009-11-06,27.9,0.0
2009-11-07,29.8,0.0
2009-11-08,31.8,0.0
2009-11-09,33.4,0.0
2009-11-10,35.2,0.0
2009-11-11,36.0,0.0
2009-11-12,35.1,0.0
2009-11-13,32.8,0.0
2009-11-14,35.4,0.0
2009-11-15,36.3,0.0
2009-11-16,35.1,0.0
2009-11-17,30.5,0.0
2009-11-18,33.5,0.0
2009-11-19,39.7,0.0
2009-11-20,38.2,0.0
2009-11-21,21.0,10.6
2009-11-22,28.3,25.8
2009-11-23,23.6,0.4
2009-11-24,25.8,0.0
2009-11-25,32.9,0.0
2009-11-26,34.5,0.0
2009-11-27,26.2,10.2
2009-11-28,26.4,0.0
2009-11-29,22.3,9.4
2009-11-30,23.9,2.4
2009-12-01,23.6,0.0
2009-12-02,27.0,0.0
2009-12-03,31.5,0.0
2009-12-04,27.5,0.0
2009-12-05,26.7,0.0
2009-12-06,30.7,0.0
2009-12-07,31.9,0.0
2009-12-08,24.9,0.0
2009-12-09,25.4,1.2
2009-12-10,27.4,0.0
2009-12-11,22.6,1.0
2009-12-12,26.5,0.0
2009-12-13,29.6,0.0
2009-12-14,32.0,0.0
2009-12-15,34.7,0.0
2009-12-16,38.6,0.0
2009-12-17,40.3,0.0
2009-12-18,26.4,3.0
2009-12-19,29.2,0.0
2009-12-20,31.3,0.0
2009-12-21,33.7,0.0
2009-12-22,36.6,0.0
2009-12-23,38.2,0.0
2009-12-24,34.6,0.0
2009-12-25,28.3,9.8
2009-12-26,31.3,0.0
2009-12-27,27.3,0.0
2009-12-28,35.9,0.0
2009-12-29,35.9,0.0
2009-12-30,36.8,0.0
2009-12-31,33.2,0.0
2010-01-01,31.9,5.0
2010-01-02,29.1,12.4
2010-01-03,29.7,0.0
2010-01-04,32.8,0.0
2010-01-05,35.8,0.0
2010-01-06,33.8,0.0
2010-01-07,33.0,0.0
2010-01-08,36.4,0.0
2010-01-09,39.8,0.0
2010-01-10,42.2,0.0
2010-01-11,42.2,0.0
2010-01-12,42.4,0.2
2010-01-13,28.4,0.4
2010-01-14,31.7,3.0
2010-01-15,36.3,0.0
2010-01-16,36.6,0.0
2010-01-17,25.6,0.0
2010-01-18,22.6,0.0
2010-01-19,25.2,0.0
2010-01-20,32.9,0.0
2010-01-21,37.3,0.0
2010-01-22,41.8,0.0
2010-01-23,35.4,0.0
2010-01-24,33.7,0.0
2010-01-25,35.8,0.0
2010-01-26,35.9,0.0
2010-01-27,36.4,0.0
2010-01-28,34.4,0.0
2010-01-29,35.2,0.0
2010-01-30,36.5,0.0
2010-01-31,36.3,0.0
2010-02-01,38.2,0.0
2010-02-02,34.3,8.6
2010-02-03,35.6,0.0
2010-02-04,32.0,0.0
2010-02-05,26.1,52.2
2010-02-06,30.3,5.6
2010-02-07,33.9,0.0
2010-02-08,34.0,0.0
2010-02-09,35.1,0.0
2010-02-11,35.0,0.0
2010-02-13,27.1,0.0
2010-02-14,30.3,0.0
2010-02-15,26.8,0.0
2010-02-16,29.0,0.0
2010-02-17,30.6,0.0
2010-02-19,30.3,0.0
2010-02-20,31.8,0.0
2010-02-21,34.7,0.6
2010-02-22,26.4,3.6
2010-02-23,26.1,0.2
2010-02-24,28.5,0.0
2010-02-25,31.0,0.0
2010-02-28,29.3,1.4
2010-03-03,31.2,0.0
2010-03-05,22.3,0.0
2010-03-06,30.3,20.6
2010-03-07,22.9,5.8
2010-03-08,25.5,66.0
2010-03-09,22.4,6.2
2010-03-12,25.0,0.0
2010-03-13,25.7,0.0
2010-03-14,26.3,0.0
2010-03-15,26.6,0.0
2010-03-16,28.6,0.0
2010-03-17,29.6,0.0
2010-03-18,30.4,0.0
2010-03-19,31.4,0.0
2010-03-20,31.9,0.0
2010-03-21,25.6,0.0
2010-03-22,25.3,0.0
2010-03-23,27.0,0.0
2010-03-24,28.8,0.0
2010-03-25,29.6,0.0
2010-03-26,30.0,0.0
2010-03-27,30.2,0.0
2010-03-28,28.7,0.0
2010-03-29,26.3,11.0
2010-03-30,26.9,0.4
2010-03-31,26.1,0.0
2010-04-01,25.8,0.0
2010-04-02,25.1,0.0
2010-04-03,24.8,0.0
2010-04-04,24.8,0.0
2010-04-05,25.3,0.0
2010-04-06,24.7,0.0
2010-04-07,23.4,3.0
2010-04-08,23.1,3.2
2010-04-09,21.9,0.0
2010-04-10,18.6,0.2
2010-04-11,18.7,7.0
2010-04-12,17.4,0.0
2010-04-13,19.9,0.0
2010-04-14,21.9,0.0
2010-04-15,23.5,0.0
2010-04-16,24.7,0.0
2010-04-17,25.4,0.0
2010-04-18,25.1,0.0
2010-04-19,25.9,0.0
2010-04-20,25.2,0.0
2010-04-21,27.5,0.0
2010-04-22,27.3,0.0
2010-04-23,29.0,0.0
2010-04-24,19.8,3.6
2010-04-25,18.5,17.0
2010-04-26,17.9,0.0
2010-04-27,16.1,0.0
2010-04-28,17.3,1.6
2010-04-29,17.7,0.4
2010-04-30,19.1,0.0
2010-05-01,21.1,0.2
2010-05-02,20.7,0.0
2010-05-03,23.0,0.0
2010-05-04,25.3,0.2
2010-05-05,14.5,3.0
2010-05-06,15.3,0.0
2010-05-07,17.5,0.0
2010-05-08,19.3,0.0
2010-05-09,19.5,0.0
2010-05-10,19.8,0.0
2010-05-11,15.6,0.0
2010-05-12,14.9,0.0
2010-05-13,17.1,0.0
2010-05-14,17.7,0.2
2010-05-15,18.4,0.0
2010-05-16,17.5,0.0
2010-05-17,17.0,0.0
2010-05-18,19.7,0.0
2010-05-19,18.5,0.0
2010-05-20,16.5,0.0
2010-05-21,17.9,0.0
2010-05-22,17.1,0.0
2010-05-23,18.1,0.0
2010-05-24,16.3,0.0
2010-05-25,14.9,10.4
2010-05-26,19.0,13.4
2010-05-27,16.6,0.2
2010-05-28,17.0,0.0
2010-05-29,15.0,28.0
2010-05-30,20.2,5.8
2010-05-31,19.1,0.0
2010-06-01,16.6,0.0
2010-06-02,17.7,0.0
2010-06-03,17.7,0.0
2010-06-04,18.4,0.0
2010-06-05,10.2,0.0
2010-06-06,15.8,0.0
2010-06-07,14.0,0.0
2010-06-08,12.2,0.0
2010-06-09,8.4,0.0
2010-06-10,12.9,2.4
2010-06-11,13.2,0.0
2010-06-12,13.3,0.0
2010-06-13,13.1,0.0
2010-06-14,13.2,0.0
2010-06-15,12.8,0.0
2010-06-16,15.5,0.0
2010-06-17,16.2,11.6
2010-06-18,12.2,2.2
2010-06-19,15.2,1.8
2010-06-20,13.1,0.0
2010-06-21,12.5,0.4
2010-06-22,14.8,0.0
2010-06-23,16.5,0.0
2010-06-24,17.0,0.0
2010-06-25,16.1,0.0
2010-06-26,12.1,10.2
2010-06-27,11.9,0.2
2010-06-28,8.3,0.0
2010-06-29,9.4,0.0
2010-06-30,9.8,0.2
2010-07-01,11.9,1.2
2010-07-02,10.9,0.2
2010-07-03,10.3,0.0
2010-07-04,10.8,0.0
2010-07-05,12.1,0.2
2010-07-06,13.9,5.6
2010-07-07,13.5,0.0
2010-07-08,14.8,0.4
2010-07-09,14.6,0.0
2010-07-10,16.1,0.0
2010-07-11,15.4,13.4
2010-07-12,15.3,0.2
2010-07-13,16.3,0.0
2010-07-14,10.0,21.4
2010-07-15,12.2,11.0
2010-07-16,13.1,0.0
2010-07-17,11.5,0.0
2010-07-18,12.8,0.0
2010-07-19,13.5,1.6
2010-07-20,11.6,0.2
2010-07-21,12.9,0.0
2010-07-22,13.8,0.0
2010-07-23,15.7,0.0
2010-07-24,14.6,0.0
2010-07-25,14.3,0.2
2010-07-26,14.9,0.2
2010-07-27,15.0,0.2
2010-07-28,12.6,0.0
2010-07-29,14.8,6.2
2010-07-30,14.9,0.0
2010-07-31,12.3,2.2
2010-08-01,10.1,4.2
2010-08-02,14.7,18.6
2010-08-03,15.7,0.0
2010-08-04,9.6,0.0
2010-08-06,12.6,0.2
2010-08-07,13.1,0.2
2010-08-08,12.6,0.0
2010-08-09,15.5,0.0
2010-08-10,16.0,7.2
2010-08-11,10.4,8.2
2010-08-12,14.9,10.8
2010-08-13,15.0,0.0
2010-08-14,13.0,0.0
2010-08-15,12.1,1.8
2010-08-16,11.8,10.2
2010-08-17,12.1,3.8
2010-08-18,11.8,0.2
2010-08-19,15.1,15.4
2010-08-20,11.7,2.0
2010-08-21,12.9,0.0
2010-08-22,15.3,0.2
2010-08-23,12.8,0.2
2010-08-24,13.3,1.8
2010-08-25,10.7,1.8
2010-08-26,11.8,9.6
2010-08-27,13.4,4.0
2010-08-28,14.4,0.0
2010-08-29,15.2,0.0
2010-08-30,15.4,0.0
2010-08-31,14.2,0.0
2010-09-01,15.1,0.0
2010-09-02,16.8,0.8
2010-09-03,17.6,0.0
2010-09-04,17.7,21.8
2010-09-05,14.2,20.8
2010-09-06,12.8,2.4
2010-09-07,15.1,1.2
2010-09-08,15.9,0.0
2010-09-09,14.7,0.0
2010-09-10,14.0,24.8
2010-09-11,15.9,3.2
2010-09-12,16.3,0.0
2010-09-13,18.7,0.4
2010-09-14,19.0,0.0
2010-09-15,13.6,0.0
2010-09-16,13.4,0.0
2010-09-17,14.3,0.2
2010-09-18,13.9,0.0
2010-09-19,16.4,0.0
2010-09-20,18.7,0.0
2010-09-21,19.6,0.0
2010-09-22,20.1,0.0
2010-09-23,19.9,0.0
2010-09-24,19.1,0.0
2010-09-25,19.7,0.0
2010-09-26,20.6,0.0
2010-09-27,20.0,0.0
2010-09-28,14.6,0.0
2010-09-29,14.3,0.0
2010-09-30,14.6,0.0
2010-10-01,17.4,0.0
2010-10-02,21.1,0.0
2010-10-03,23.0,0.0
2010-10-04,23.2,0.0
2010-10-05,25.9,0.0
2010-10-06,24.9,0.0
2010-10-07,15.9,10.0
2010-10-08,19.0,0.0
2010-10-09,20.8,0.0
2010-10-10,23.2,0.0
2010-10-11,23.7,0.0
2010-10-12,19.9,0.8
2010-10-13,18.0,11.4
2010-10-14,19.1,19.0
2010-10-15,18.6,22.2
2010-10-16,12.8,32.8
2010-10-17,15.4,0.0
2010-10-18,17.4,0.0
2010-10-19,19.0,0.0
2010-10-20,21.8,0.0
2010-10-21,23.3,0.0
2010-10-22,25.8,0.0
2010-10-23,19.0,0.4
2010-10-24,22.2,2.4
2010-10-25,22.2,0.0
2010-10-26,23.5,0.0
2010-10-27,22.3,1.6
2010-10-28,23.6,0.0
2010-10-29,25.6,0.0
2010-10-30,19.5,3.4
2010-10-31,18.7,50.8
2010-11-01,18.9,1.2
2010-11-02,20.3,0.0
2010-11-03,18.0,0.0
2010-11-04,18.8,0.0
2010-11-05,21.0,0.0
2010-11-06,22.9,0.0
2010-11-07,24.5,0.0
2010-11-08,24.7,2.2
2010-11-09,27.7,0.0
2010-11-10,29.0,0.0
2010-11-11,30.5,0.6
2010-11-12,31.3,0.0
2010-11-13,26.9,0.0
2010-11-14,22.6,52.6
2010-11-15,23.1,2.4
2010-11-16,20.8,0.0
2010-11-17,23.3,0.0
2010-11-18,24.8,0.0
2010-11-19,25.5,0.0
2010-11-20,27.3,0.0
2010-11-21,29.7,0.0
2010-11-22,29.9,0.0
2010-11-23,29.4,0.0
2010-11-24,30.1,0.0
2010-11-25,27.6,0.0
2010-11-26,24.2,4.0
2010-11-27,27.6,19.2
2010-11-28,21.4,18.8
2010-11-29,22.6,14.8
2010-11-30,23.3,1.6
2010-12-01,23.9,12.0
2010-12-02,26.6,0.6
2010-12-03,27.3,18.4
2010-12-04,29.9,1.2
2010-12-05,31.6,0.0
2010-12-06,30.4,0.0
2010-12-07,29.8,0.0
2010-12-08,29.7,3.2
2010-12-09,26.7,25.6
2010-12-10,22.5,0.0
2010-12-11,24.3,0.0
2010-12-12,22.2,0.0
2010-12-13,26.2,0.0
2010-12-14,28.8,0.0
2010-12-15,31.1,0.0
2010-12-16,25.6,0.4
2010-12-17,25.9,0.0
2010-12-18,20.8,1.0
2010-12-19,18.0,3.0
2010-12-20,20.5,6.2
2010-12-21,21.2,1.6
2010-12-22,25.9,0.0
2010-12-23,29.2,0.0
2010-12-24,30.8,0.0
2010-12-25,29.1,0.0
2010-12-26,30.0,1.0
2010-12-27,22.2,0.0
2010-12-28,26.7,0.0
2010-12-29,31.0,0.0
2010-12-30,34.0,0.0
2010-12-31,38.1,0.0
2011-01-01,35.8,0.0
2011-01-02,31.1,0.6
2011-01-03,29.4,0.0
2011-01-04,29.2,0.0
2011-01-05,28.9,0.0
2011-01-06,31.6,0.0
2011-01-07,30.7,0.0
2011-01-08,32.0,0.0
2011-01-09,33.0,0.0
2011-01-10,32.0,35.0
2011-01-11,26.4,1.4
2011-01-12,28.9,5.0
2011-01-13,30.6,14.2
2011-01-14,25.5,2.4
2011-01-15,31.4,13.8
2011-01-16,33.7,0.0
2011-01-17,26.9,0.0
2011-01-18,27.2,0.0
2011-01-19,29.3,0.0
2011-01-20,31.9,0.0
2011-01-21,32.5,0.0
2011-01-22,34.6,0.0
2011-01-23,31.4,0.0
2011-01-24,30.6,0.0
2011-01-25,32.0,0.0
2011-01-26,34.4,0.0
2011-01-27,31.6,0.0
2011-01-28,32.3,0.0
2011-01-29,32.0,0.0
2011-01-30,35.4,0.0
2011-01-31,38.2,0.0
2011-02-01,39.8,0.0
2011-02-02,33.7,0.0
2011-02-03,36.0,3.4
2011-02-04,28.2,2.6
2011-02-05,23.0,99.2
2011-02-06,21.5,51.0
2011-02-07,25.5,0.0
2011-02-08,27.3,0.0
2011-02-09,29.4,0.0
2011-02-10,29.7,0.0
2011-02-11,24.8,39.8
2011-02-12,28.5,28.2
2011-02-13,28.6,0.0
2011-02-14,29.2,0.0
2011-02-15,28.0,0.0
2011-02-16,22.0,0.2
2011-02-17,29.2,5.8
2011-02-18,30.7,0.0
2011-02-19,29.0,12.2
2011-02-20,25.7,12.8
2011-02-21,22.5,0.0
2011-02-22,25.2,0.0
2011-02-23,28.0,0.2
2011-02-24,29.2,0.0
2011-02-25,29.8,0.0
2011-02-26,30.9,0.0
2011-02-27,24.8,0.2
2011-02-28,30.0,11.8
2011-03-01,22.8,0.0
2011-03-02,23.4,0.0
2011-03-03,22.3,0.0
2011-03-04,22.1,0.0
2011-03-05,25.0,0.0
2011-03-06,25.3,0.0
2011-03-07,26.6,0.0
2011-03-08,28.7,0.0
2011-03-09,27.0,0.0
2011-03-10,20.8,13.4
2011-03-11,27.0,10.2
2011-03-12,28.2,0.6
2011-03-13,29.3,0.6
2011-03-14,26.9,19.8
2011-03-15,28.4,0.2
2011-03-16,28.2,0.4
2011-03-17,25.9,0.2
2011-03-18,26.3,0.0
2011-03-19,27.4,0.0
2011-03-20,28.1,0.0
2011-03-21,25.9,0.0
2011-03-22,26.8,0.0
2011-03-23,20.1,0.0
2011-03-24,22.0,8.0
2011-03-25,22.1,0.0
2011-03-26,24.2,0.0
2011-03-27,23.0,0.0
2011-03-28,24.7,0.0
2011-03-29,25.7,0.0
2011-03-30,25.8,0.0
2011-03-31,22.1,0.2
2011-05-01,20.4,0.0
2011-05-02,22.3,0.0
2011-05-03,21.9,0.0
2011-05-04,19.0,0.6
2011-05-05,18.1,0.2
2011-05-06,16.8,0.0
2011-05-07,15.9,0.0
2011-05-08,16.8,0.0
2011-05-09,16.1,0.0
2011-05-10,15.2,0.0
2011-05-11,11.0,3.6
2011-05-12,10.1,0.4
2011-05-13,14.1,5.0
2011-05-14,14.3,1.8
2011-05-15,13.7,0.0
2011-05-16,11.2,0.0
2011-05-17,15.8,0.0
2011-05-18,17.9,0.0
2011-05-19,16.0,0.0
2011-05-20,18.6,0.0
2011-05-21,20.5,0.0
2011-05-22,22.0,0.0
2011-05-23,15.0,17.4
2011-05-24,15.6,3.6
2011-05-25,14.7,0.0
2011-05-26,14.9,0.0
2011-05-27,13.8,0.0
2011-05-28,13.9,0.0
2011-05-29,14.8,0.0
2011-05-30,15.9,0.0
2011-05-31,19.4,0.0
2011-06-01,19.8,0.0
2011-06-02,17.6,0.0
2011-06-03,18.3,0.0
2011-06-04,14.8,8.8
2011-06-05,12.0,0.0
2011-06-06,12.8,2.0
2011-06-07,9.8,0.0
2011-06-08,10.2,2.6
2011-06-09,14.6,0.0
2011-06-10,14.0,0.0
2011-06-11,13.9,0.0
2011-06-12,16.1,0.2
2011-06-13,15.9,0.0
2011-06-14,16.7,0.0
2011-06-15,16.9,0.0
2011-06-16,16.1,0.0
2011-06-17,12.6,1.0
2011-06-18,12.5,0.2
2011-06-19,11.8,0.0
2011-06-20,14.6,3.6
2011-06-21,11.6,10.6
2011-06-22,11.1,0.6
2011-06-23,14.2,3.4
2011-06-24,13.1,0.0
2011-06-25,15.5,0.4
2011-06-26,15.7,0.0
2011-06-27,16.4,0.0
2011-06-28,15.2,0.0
2011-06-29,16.6,0.0
2011-06-30,15.2,0.0
2011-07-01,14.1,0.0
2011-07-02,15.2,0.0
2011-07-03,14.8,0.0
2011-07-04,14.8,15.4
2011-07-05,11.2,3.8
2011-07-06,10.8,1.2
2011-07-07,11.2,4.4
2011-07-08,8.3,0.0
2011-07-09,9.2,4.2
2011-07-10,11.0,0.0
2011-07-11,11.8,6.6
2011-07-12,10.5,0.0
2011-07-13,9.8,0.0
2011-07-14,12.6,4.0
2011-07-15,12.1,0.0
2011-07-16,14.1,0.0
2011-07-17,11.1,0.0
2011-07-18,11.0,8.8
2011-07-19,14.5,1.8
2011-07-20,16.7,0.2
2011-07-21,17.2,0.0
2011-07-22,15.6,0.0
2011-07-23,14.6,0.0
2011-07-24,9.3,0.2
2011-07-25,13.2,16.2
2011-07-26,14.1,2.2
2011-07-27,14.5,0.0
2011-07-28,13.1,0.0
2011-07-29,14.7,0.0
2011-07-30,16.1,0.2
2011-07-31,14.7,1.0
2011-08-01,19.0,0.0
2011-08-02,20.6,0.0
